20191026,大渡口,白市驿,价格便宜，有更多的，适合老带小居住，视野好,350万,低楼层(共2层)                                                4室2厅 | 218平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,金凤苑 3室2厅 东南新上,87万,中楼层(共25层)                                                    | 2015年建 |                                 3室2厅 | 111.34平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,价格便宜，有更多的，适合老带小居住，视野好,320万,低楼层(共2层)                                                5室2厅 | 304.23平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,客厅带大阳台，看房方便，安静不临街,90万,高楼层(共31层)                                                    | 2015年建 |                                 3室2厅 | 112平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,此房已满两年，出行便利 门口有超市 小区内有幼儿园,95万,高楼层(共31层)                                                    | 2015年建 |                                 4室2厅 | 130平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,国际高品质社区，环境优越，空气清新，虫儿鸟鸣。,290万,低楼层(共3层)                                                4室2厅 | 276.6平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,价格便宜，有更多的，适合老带小居住，视野好,350万,低楼层(共2层)                                                5室3厅 | 253.82平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,上邦高尔夫国际社区C组团 5室2厅 西南,235万,低楼层(共3层)                                                5室2厅 | 274平米                                  | 西南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,上邦高尔夫国际社区C组团 1室1厅 南 北,46.3万,低楼层(共3层)                                                1室1厅 | 47平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,耀文枫林郡 3室2厅 东 南,60万,低楼层(共19层)                                                    | 2015年建 |                                 3室2厅 | 103平米                                  | 东 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,高新区清水三房，楼间距大。绿化好。金科物业,90万,高楼层(共25层)                                                    | 2015年建 |                                 3室2厅 | 111平米                                  | 南 北,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,满2年证在手，户型房子 没有浪费面积 业主诚心出售,75万,中楼层(共25层)                                                    | 2015年建 |                                 2室2厅 | 88.36平米                                  | 东,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,恒大香山华府清水房，中间楼层，诚心出售。,145万,高楼层(共8层)                                                    | 2017年建 |                                 3室2厅 | 100平米                                  | 东南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
20191026,大渡口,白市驿,上邦高尔夫独栋别墅，花园300平带地下室，享受型楼盘,436万,低楼层(共2层)                                                4室2厅 | 218平米                                  | 南,https://s1.ljcdn.com/pegasus/redskull/images/common/default_house_list.png?_v=201910231435436
